ACC,train_ACC,validation_ACC,recall,train_recall,validation_recall,percion,training_p,validation_p,AUC,train_AUC,validation_AUC
fold1,1,0.54,fold1,1,0.89,fold1,1,0.5,fold1,1,0.51
fold2,1,0.54,fold2,1,0.86,fold2,1,0.5,fold2,1,0.49
fold3,1,0.59,fold3,1,0.93,fold3,1,0.5,fold3,1,0.55
fold4,1,0.52,fold4,1,0.94,fold4,1,0.5,fold4,1,0.48
fold5,1,0.58,fold5,1,0.93,fold5,1,0.5,fold5,1,0.55
ave.,1,0.55,ave.,1,0.91,ave.,1,0.5,ave.,1,0.52
ACC,nu_train_ACC,nu_validation_ACC,recall,nu_train_recall,nu_validation_recall,percion,nu_training_p,nu_validation_p,AUC,nu_train_AUC,nu_validation_AUC
fold1,0.55,0.54,fold1,1,1,fold1,0.55,0.54,fold1,0.5,0.5
fold2,0.55,0.54,fold2,1,1,fold2,0.55,0.54,fold2,0.5,0.5
fold3,0.54,0.57,fold3,1,1,fold3,0.54,0.57,fold3,0.5,0.5
fold4,0.56,0.51,fold4,1,1,fold4,0.56,0.51,fold4,0.5,0.5
fold5,0.54,0.57,fold5,1,1,fold5,0.54,0.57,fold5,0.5,0.5
ave.,0.55,0.55,ave.,1,1,ave.,0.55,0.55,ave.,0.5,0.5
X0,X1,data
705,0,train
0,848,train
X0,X1,data
0,50,test
1,49,test
Mectrics,train,test
ACC,1,0.49
Percision,0.5460399227302,0.494949494949495
Recall,0.98,0.98
AUC,1,0.482
ACC,train_ACC,validation_ACC,recall,train_recall,validation_recall,percion,training_p,validation_p,AUC,train_AUC,validation_AUC
fold1,1,0.54,fold1,1,0.89,fold1,1,0.5,fold1,1,0.51
fold2,1,0.54,fold2,1,0.86,fold2,1,0.5,fold2,1,0.49
fold3,1,0.59,fold3,1,0.93,fold3,1,0.5,fold3,1,0.55
fold4,1,0.52,fold4,1,0.94,fold4,1,0.5,fold4,1,0.48
fold5,1,0.58,fold5,1,0.93,fold5,1,0.5,fold5,1,0.55
ave.,1,0.56,ave.,1,0.91,ave.,1,0.5,ave.,1,0.52
ACC,nu_train_ACC,nu_validation_ACC,recall,nu_train_recall,nu_validation_recall,percion,nu_training_p,nu_validation_p,AUC,nu_train_AUC,nu_validation_AUC
fold1,0.55,0.54,fold1,1,1,fold1,0.55,0.54,fold1,0.5,0.5
fold2,0.55,0.54,fold2,1,1,fold2,0.55,0.54,fold2,0.5,0.5
fold3,0.54,0.57,fold3,1,1,fold3,0.54,0.57,fold3,0.5,0.5
fold4,0.56,0.51,fold4,1,1,fold4,0.56,0.51,fold4,0.5,0.5
fold5,0.54,0.57,fold5,1,1,fold5,0.54,0.57,fold5,0.5,0.5
ave.,0.55,0.55,ave.,1,1,ave.,0.55,0.55,ave.,0.5,0.5
X0,X1,data
705,0,train
0,848,train
X0,X1,data
0,50,test
1,49,test
Mectrics,train,test
ACC,1,0.49
Percision,0.5460399227302,0.494949494949495
Recall,0.98,0.98
AUC,1,0.482
ACC,nu_train_ACC,nu_validation_ACC,recall,nu_train_recall,nu_validation_recall,percion,nu_training_p,nu_validation_p,AUC,nu_train_AUC,nu_validation_AUC
fold1,0.55,0.54,fold1,1,1,fold1,0.55,0.54,fold1,0.5,0.5
fold2,0.55,0.54,fold2,1,1,fold2,0.55,0.54,fold2,0.5,0.5
fold3,0.54,0.57,fold3,1,1,fold3,0.54,0.57,fold3,0.5,0.5
fold4,0.56,0.51,fold4,1,1,fold4,0.56,0.51,fold4,0.5,0.5
fold5,0.54,0.57,fold5,1,1,fold5,0.54,0.57,fold5,0.5,0.5
ave.,0.55,0.55,ave.,1,1,ave.,0.55,0.55,ave.,0.5,0.5
X0,X1,data
705,0,train
0,848,train
X0,X1,data
0,50,test
1,49,test
Mectrics,train,test
ACC,1,0.49
Percision,0.5460399227302,0.494949494949495
Recall,0.98,0.98
AUC,1,0.482
